title,aid,link,createtime,desc,ownertoken,like,coin,reply,share,favorite,view,danmaku
联合国大会通过决议草案，要求俄罗会斯撤军乌克兰并接受惩罚,831276838,https://www.bilibili.com/video/BV1R34y1w7R6,1695547087,-,3493288698972595,5,0,1,1,0,369,0
美国“反华”议员撩狠话要从欧洲撤军？蔡正元讽：有请，你最好走,909970287,https://www.bilibili.com/video/BV1fM4y1C7E1,1681444698,,676917410,1084,4,80,0,30,44230,11
美媒:乌克兰官员表示如果不从利西昌斯克撤军将被俄军包围,770514432,https://www.bilibili.com/video/BV1Qr4y1M73R,1656935733,美媒:乌克兰官员表示如果不从利西昌斯克撤军将被俄军包围,651369596,346,6,40,3,16,5098,5
三人打垮一个团，事后报告称“敌人非但不投降，还胆敢反击”（上）,582615280,https://www.bilibili.com/video/BV1s64y1u7n3,1585286890,三哥黑历史,219540664,7307,208,897,556,1242,349300,361
美国当年怎么抛弃台湾的？断交、撤军、废除共同防御条约,634519424,https://www.bilibili.com/video/BV15b4y1B7go,1638331220,"中美建交要满足三个前提：美国和台湾断交；废除共同防御条约；美国从台湾撤出去。蒋经国从睡梦中醒来，得知美国已抛弃台湾。
凤凰卫视纪录片《&lt;告台湾同胞书&gt;纪事》完整版：https://ishare.ifeng.com/c/s/v004GlGyDF9fIRpbVJcS0F5TesnRMCwYvJD4PVbkvEdq7EA__?from=newfan",698366429,83,0,4,7,25,2786,0
瓦格纳宣布撤军后，乌u评论区现状,360236091,https://www.bilibili.com/video/BV1VX4y1p7Pq,1687670765,尼禄x电报发烧友 原地结婚,354275191,1046,12,391,4,62,42756,4
俄罗斯真要撤军？63票赞成归还克里米亚，中国为何投下反对票？,734050423,https://www.bilibili.com/video/BV1xD4y177R5,1671641086,俄罗斯真要撤军？63票赞成归还克里米亚，中国为何投下反对票？,1494802439,303,6,61,4,46,24983,13
啊哈哈！撤军！,277935118,https://www.bilibili.com/video/BV1Mw411M7Qc,1699080047,-,3546554505889984,0,2,0,0,0,139,0
乌军撤出阿夫杰耶夫卡当天，俄军被曝在该市多地升起俄国旗，乌指挥官：俄军以十比一炮火优势进攻，撤军是乌军唯一正确抉择,1300549521,https://www.bilibili.com/video/BV1Ju4m1P7ar,1708223898,,3494378467232303,551,0,18,0,11,11177,0
联合国通过乌克兰局势决议草案，要求俄罗斯立即无条件撤军,724420723,https://www.bilibili.com/video/BV1nS4y167QG,1646274114,当地时间3月2日，联合国通过乌克兰局势决议草案要求俄罗斯立即无条件撤军，俄罗斯、叙利亚、白俄罗斯、朝鲜、厄立特里亚5国投票反对，中国投票弃权,522653994,9210,18,1148,148,342,228034,89
俄罗斯开始撤军 拜登：尚未核实,851607215,https://www.bilibili.com/video/BV1ML4y1G7id,1644990276,俄罗斯开始撤军 拜登：尚未核实,651369596,87,0,11,1,8,1269,0
美国想在台湾设联络处，邓小平坚决反对：废约、撤军、断交,783106949,https://www.bilibili.com/video/BV1V14y1Z7Cz,1682883467,美国想在台湾设联络处，邓小平坚决反对：废约、撤军、断交,3493117128870770,4,0,0,0,0,227,0
⚡️撤军⚡️,576864801,https://www.bilibili.com/video/BV1uz4y1F7H9,1696592362,-,1759249449,5,4,1,1,1,110,0
瓦格纳撤军 停止在俄境内活动，俄方将撤销对普里戈任的刑事立案,530154173,https://www.bilibili.com/video/BV11u41187as,1687660368,-,10366790,3,0,0,1,0,568,0
美军撤离计划公布，俄方奉劝：应加速撤军，否则可能又要开战,460073201,https://www.bilibili.com/video/BV1j5411c7vm,1618480038,美军撤离计划公布，俄方奉劝：应加速撤军，否则可能又要开战,703209803,48,0,3,0,0,1004,0
【孙一峰名场面2】乌雷纳条约 给我杀一个农民就撤军 全程高谐,95697034,https://www.bilibili.com/video/BV1SE411V7WX,1584080726,"相关游戏：星际争霸2
新做了个片头~
91哥大战jbr，期间签订了丧权辱国的《乌雷纳条约》。从此，JBR开始逐步沦为RBQ。",79351406,401,113,47,77,113,28200,154
1949年上海国民党军队撤军,977527694,https://www.bilibili.com/video/BV1Y44y1J7GB,1640227989,,1037349524,2914,20,164,140,814,51246,88
被问答不答应延迟撤军？塔利班一口回绝并朝英美撂出狠话！,590110984,https://www.bilibili.com/video/BV1Fq4y1U7hL,1629769273,据海外网援引外媒23日报道，随着美国军队从阿富汗撤离的期限临近，阿富汗塔利班发言人苏海尔·沙欣在采访中警告称，如果美国或英国想要延长撤军时间，将会带来严重后果，而这也被塔利班视为是一条“红线”。,436503463,73,0,8,1,4,1426,0
金三角往事！李弥率残军打造毒品帝国，撤军后却意外成就坤沙威名,396742062,https://www.bilibili.com/video/BV1fo4y1p75N,1679975213,金三角往事！李弥率残军打造毒品帝国，撤军后却意外成就坤沙威名,1592301201,3,0,1,0,2,185,0
乌克兰小女孩恳请普京从乌克兰撤军,936809457,https://www.bilibili.com/video/BV1tT4y1Q7Tr,1645847924,推特,20291959,5,2,5,2,2,951,0
"以军预备役撤军加沙,各方诸侯选边站!音频版",1050367875,https://www.bilibili.com/video/BV1vH4y1Y7Mj,1707105195,,1671690277,323,26,10,3,21,2979,5
胜利撤退？总司令宣布撤军，泽连斯基：决定正确，乌军已完成任务,1600829918,https://www.bilibili.com/video/BV1y2421F7sx,1708258281,-,309828802,9,0,0,0,2,591,0
【兄弟会】影片改编自真实故事，讲述了一段尘封的历史，聚焦于当年苏方经萨郎山口勇敢而悲剧性的撤军行动，展现出战时的恐惧、危险，以及战争中人性的复杂程度！,831247765,https://www.bilibili.com/video/BV1t34y1N7wd,1695094897,【兄弟会】影片改编自真实故事，讲述了一段尘封的历史，聚焦于当年苏方经萨郎山口勇敢而悲剧性的撤军行动，展现出战时的恐惧、危险，以及战争中人性的复杂程度！,1021127080,11,2,0,0,6,1466,5
表锅在白俄：祖国保卫者日 斯大林格勒防线活动 20白卢景区门票看巨型实景演出 再现从阿富汗撤军35周年,1801036371,https://www.bilibili.com/video/BV16t421b7gs,1708888204,祖国保卫者日 斯大林防线的活动节日 实景演出 再现罗加乔夫进攻行动ypa   #苏联卫国战争#  #白俄罗斯#  #留学# #白俄罗斯留学#  #带毛戈平黑霜丝滑过冬#,1083885728,3,0,0,1,0,206,0
告别群山  但你是一个从阿富汗撤军的苏联兵,380028084,https://www.bilibili.com/video/BV1EZ4y1X7au,1640221228,https://www.youtube.com/watch?v=ICYQGeKPI3U&amp;t=18s,40654709,164,8,19,10,122,6054,0
塔利班：延迟撤军后果严重 白宫：8月31日前能撤出,975096501,https://www.bilibili.com/video/BV1F44y1C7Hb,1629786837,当地时间8月23日，阿富汗塔利班发言人沙欣警告称，美英军队如果8月31日前没能撤出，将会带来严重后果。美国总统国家安全事务顾问沙利文表示，8月31日前能让美国人撤离出来。,222103174,2428,13,116,23,53,28273,9
七哥2.17(1):小乌撤军，几千人被包围,1000507896,https://www.bilibili.com/video/BV1Fx4y127ue,1708174313,请大家关注@七哥本尊，每晚八点开磕,3546595826075990,490,22,22,8,32,8964,2
拜登称阿富汗撤军决定正确，承认局势恶化快于预期,762386541,https://www.bilibili.com/video/BV1j64y1e73F,1629174594,"美国总统拜登16日表示，美军撤出阿富汗是正确决定，他同时承认阿局势恶化快于美方预期。
-
记者：刘品然 杨士龙 胡友松 檀易晓
编辑：刘思远
新华社音视频部制作
新华社国际传播融合平台出品",515155585,1946,19,98,5,27,11898,5
不再抱有幻想，印度军队终于让步求和，即将从边境全面撤军,287837426,https://www.bilibili.com/video/BV13f4y1v72y,1605423001,不再抱有幻想，印度军队终于让步求和，即将从边境全面撤军,306887340,1604,10,255,49,42,32975,147
撤军 Chinese Pronunciation Retreat,374402923,https://www.bilibili.com/video/BV1zZ4y1A7V5,1614828837,,1637566427,0,0,0,0,0,7,0
首席国哥:伊拉克美军基地正在陆续全面撤军！,1750764584,https://www.bilibili.com/video/BV1o4421F79U,1708589488,-,552642893,64,4,3,1,4,2948,3
张召忠到底有多牛：19年精准预言美国从阿富汗撤军，这判断没谁了？,219429695,https://www.bilibili.com/video/BV1b8411a7kw,1666845863,张召忠到底有多牛：19年精准预言美国从阿富汗撤军，这判断没谁了,1417849459,461,15,33,4,12,24860,137
董卓撤军曹操建议趁机追击这是绝佳的战机，袁绍却不肯曹操蒙了，曹操心理在想卧槽袁本初你是怎么回事。曹操率本部追击董卓势单力薄兵败而返，曹操恼怒竖子不足与谋,207613599,https://www.bilibili.com/video/BV1nh411q7fg,1629809907,,1124111952,17,0,5,25,9,1087,0
撤军,446081051,https://www.bilibili.com/video/BV1sj411o7A4,1689680547,-,3494379173972906,8,0,1,0,5,142,0
美国撤军越南赢麻了吗？美国为什么要打越南？——早安越南！（总结篇）,1000671432,https://www.bilibili.com/video/BV1Mx4y1y7dL,1707716222,"美越战争（神奇国家见闻录之越南第2季）系列正式完结
✿ヽ(°▽°)ノ✿

主编: 柿子
监制: 云汉
策划: 柿子 云汉 郭歆
文案: 柿子 郭歆
配音: 柿子
后期: 小熊",316627722,52531,13411,1772,2194,10945,1177477,6289
邓小平：如果苏联撤军，那你赫鲁晓夫将成为历史罪人！【张维为·回忆与思考】,555352573,https://www.bilibili.com/video/BV1Gv4y1u7nK,1656321148,,1458767615,9511,1136,59,161,1624,147676,82
做给中国看？撤军马尔代夫倒计时，印度开放新基地，有两大意义,1651441613,https://www.bilibili.com/video/BV1Yj421U7TM,1709626903,在印度军事人员被要求撤出马尔代夫之后，印度并未就此收手，反倒开放了一个距马尔代夫仅约130公里处的新军事基地。印度的这个新军事基地有什么实际意义？它又为什么要在这个时间节点展开行动？,1723195834,12,0,0,0,0,283,0
战火逼近在怕吗？美军扬言从关岛奇袭，我军有三招让其有来无回,845696498,https://www.bilibili.com/video/BV1f54y1G7FN,1621502646,扬言从关岛发动奇袭，究竟是什么武器让美不惧“东风快递”？战火逼近我国在怕吗？解放军有三招让其硬生生憋回去！敬请关注本节目了解详情（付晓宇）,396601031,64,1,0,0,5,5965,0
瓦格纳撤军，百姓夹道欢迎🎉他们就是俄罗斯心目中的英雄,445133089,https://www.bilibili.com/video/BV1Xj411U7Bn,1687653436,-,675736157,8,0,2,1,2,509,0
俄军为何从赫尔松部分地区撤军？,562624066,https://www.bilibili.com/video/BV17v4y1m7Bi,1668153167,-,1870594805,36,5,4,0,2,1461,16
【迈阿密热线2】撤军分层全连,364690515,https://www.bilibili.com/video/BV1894y1t78g,1697375470,笑点解析：第二层找了半天枪，结果却选择了棒球棍，让人忍俊不禁。,1813869809,19,4,2,0,0,336,0
曹操后悔撤军了？,913643232,https://www.bilibili.com/video/BV13M4y1s71W,1690006419,,433558282,4,2,0,0,0,171,1
拜登称为美国撤军决定负全部责任,590212476,https://www.bilibili.com/video/BV1bq4y1U7Ux,1630460887,"https://www.youtube.com/watch?v=vdRFLCEBMOc
地时间8月31日，美国总统拜登就美国结束在阿富汗20年的军事行动发表讲话。拜登表示，美国在阿富汗的撤军行动已完成，在过去的17天里，超过120000名人员被疏散，其中包括约5500名美国公民。他还称自己将为撤军决定负责，继续战争不符合美国国家利益，并将继续打击包括ISIS-K在内的全球恐怖主义威胁。",10330740,14267,65,862,192,366,213021,472
美国放弃南越大规模撤军，北越包围西贡，胡志明战役终于统一越南,569342667,https://www.bilibili.com/video/BV1av4y1V7DE,1680097725,,1936537918,5,2,2,0,3,474,0
马督工：俄罗斯为什么还不撤军,1251478491,https://www.bilibili.com/video/BV13J4m1h7kg,1709417650,-,691091891,55,0,0,1,6,2311,0
以色列突然撤军,923476149,https://www.bilibili.com/video/BV1xT4y1p7xF,1704688748,-,13728936,2,0,0,0,0,166,0
传言已经有人向普大帝建议全面撤军，准备个几年，然后重整旗鼓再杀回来，但是普大帝认为如果全面撤军那这些俄军的生命就白白牺牲了，所以他要打到底，控制整个乌克兰,742903132,https://www.bilibili.com/video/BV1ck4y1M7q3,1688197007,-,322437944,2,0,3,0,0,405,0
司马懿已经识破空城计，为何还要撤军？专家：不撤军就得死,612603749,https://www.bilibili.com/video/BV1Ph4y1s7qK,1681600091,司马懿已经识破空城计，为何还要撤军？专家：不撤军就得死,486786815,4,0,2,0,0,331,0
瓦格纳撤军,955126478,https://www.bilibili.com/video/BV1nW4y1D7xi,1687656951,莫斯科局势缓和#瓦格纳撤军,3494361983617150,1,0,0,0,0,149,0
美不提从阿富汗撤军，中方发声：外国部队不能想来就来，想走就走,459778245,https://www.bilibili.com/video/BV1M5411N7qm,1616659081,据央视新闻3月23日报道，美国国防部长奥斯汀21日对阿富汗进行了未经宣布的突然访问。这是他今年1月就任美防长以来首次访问阿富汗，也是美国新一届政府官员首次访阿。,703209803,1642,5,99,4,43,47459,29
瓦格纳撤军 原来俄友还能这么赢啊？,572749080,https://www.bilibili.com/video/BV1wz4y1p7dL,1687673180,被叛军打到首都，还签了城下之盟，还撤回了逮捕令，鹅笑还觉得是啥光荣的事，鹅笑脑回路果然清奇！,3494365863349168,246,25,160,13,19,5301,100
叙利亚要求美国撤军，美最高将领说撤军会危及美国安全,951284585,https://www.bilibili.com/video/BV1as4y1p7RP,1679276119,-,3493262396492245,4,0,0,0,0,218,0
本站首发！！！迈阿密热线 撤军 普通模式双截棍全连49X,880303965,https://www.bilibili.com/video/BV14N4y1s7WZ,1703589145,感觉比困难要简单，拿这个当本站首发有点thick skin 了,495783459,98,17,22,2,21,2535,0
撤军,700629733,https://www.bilibili.com/video/BV1Fm4y1n7hE,1688712788,,3494374545558124,1,0,1,0,0,122,0
承受不起战火，金门倡议做“永久非军事区”，台当局面临撤军压力,779163044,https://www.bilibili.com/video/BV1514y1c7Wu,1676014886,承受不起战火，金门倡议做“永久非军事区”，台当局面临撤军压力,523057832,68,2,9,0,2,1562,1
若再遭打击将关闭使馆并撤军！蓬佩奥话音刚落，美基地又遇袭,839835711,https://www.bilibili.com/video/BV1254y117Jv,1601886112,一周前，美国国务卿蓬佩奥给伊拉克总统萨利赫打了一通电话，称伊拉克若不尽快解决针对美国军事基地和大使馆的火箭弹袭击，美国将关闭在伊拉克境内的大使馆，并召回美军。,306842296,2712,18,109,12,76,100364,112
（俄语）今天是苏联从阿富汗撤军34周年,821898911,https://www.bilibili.com/video/BV1bG4y1P7Cj,1676438333,转自INTERNET,696812493,12,0,0,1,1,44,0
【进击的巨人终季op】僕の戦争-从911事件到阿富汗撤军,505955059,https://www.bilibili.com/video/BV1wu411Z7o4,1633781140,-,17974799,567,113,56,21,209,10040,14
快撤军,409049460,https://www.bilibili.com/video/BV1UG411i7Gi,1701268315,-,2108518866,2,0,0,0,0,117,0
北约能保护立陶宛不受俄打击？参考德国撤军，可知盟友靠不住,512820667,https://www.bilibili.com/video/BV1L3411w7YP,1656322519,北约能保护立陶宛不受俄打击？参考德国撤军，可知盟友靠不住,1848537597,1841,95,339,20,89,38698,125
中方坚定履行撤军事宜，印军却突然向边境大举增兵，想出尔反尔？,844254944,https://www.bilibili.com/video/BV1t54y1Y7FU,1613999043,中方坚定履行撤军事宜，印军却突然向边境大举增兵，想出尔反尔？,306863985,10417,161,1304,339,351,308937,926
司马懿到底知不知道是空城，他撤军是真心的吗？,368718757,https://www.bilibili.com/video/BV1Q94y1T7Z5,1704980859,司马懿到底知不知道是空城，他撤军是真心的吗？,3546604256627170,3,0,0,0,0,226,0
对越反击战最后阶段，中央却下令撤军，许世友指着地图：再拱一拱,981090638,https://www.bilibili.com/video/BV1d44y1g7Qx,1651024720,对越反击战最后阶段，中央却下令撤军，许世友指着地图：再拱一拱,1852764078,0,0,0,1,0,123,0
上任过半月，马尔代夫新总统：印度政府已经同意从马撤军,536776320,https://www.bilibili.com/video/BV1bM411d7oN,1701691889,,483787858,2638,12,80,13,54,35641,14
俄乌和谈？俄罗斯下令撤军，俄乌关系缓和背后又关美国什么事？,972770596,https://www.bilibili.com/video/BV17p4y1b7LH,1619519535,4月22日，俄罗斯国防部长下令，命令俄军在进行大规模军事演习后返回他们的常驻地，普京还声称，欢迎乌克兰总统泽连斯基随时到莫斯科进行会谈。前几天还剑拔弩张的俄乌双方这是要进行和谈吗？,1750225327,422,34,33,3,23,76682,12
伊巴演双簧 美紧急撤军,283980493,https://www.bilibili.com/video/BV11c411s7uG,1705654507,-,3546582389623505,6,0,0,0,0,180,0
美国拒绝撤军，那些挺乌克兰的人挺叙利亚吗,908303280,https://www.bilibili.com/video/BV18M4y1C77V,1678630207,美国拒绝撤军，那些挺乌克兰的人挺叙利亚吗,649022917,1703,34,135,7,27,11209,4
俄罗斯托夫市 民众为撤军的瓦格纳送行,315152601,https://www.bilibili.com/video/BV1hP411v755,1687704125,-,1447399031,12,0,0,0,3,593,0
如何评价俄罗斯从赫尔松市撤军？,305073296,https://www.bilibili.com/video/BV1SP411c7ux,1668232728,-,207232514,4,0,6,0,1,474,0
拜登：不后悔从阿富汗撤军决定,932453463,https://www.bilibili.com/video/BV1KM4y1V7Td,1629165639,,416220301,81,0,16,1,4,1612,2
普京签署总统令，宣布扩军17万，泽连斯基回应：不撤军，继续打！,834131122,https://www.bilibili.com/video/BV1x34y1c73U,1701521426,-,3493289565096086,0,0,0,0,0,14,0
卢卡申科调停成功，普里戈任宣布撤军，瓦格纳兵变真的平息了？,360247075,https://www.bilibili.com/video/BV1LX4y1p7MG,1687670541,,34915181,762,26,114,9,39,22598,14
"格纳宣布撤军,回到自己的阵地上",912716900,https://www.bilibili.com/video/BV1jM4y1J7Ci,1687652725,-,3493077679343790,13,0,1,0,1,361,0
解放军对台风雨无阻，美国已在全球撤军怎会来？,887908376,https://www.bilibili.com/video/BV1yK4y1w7Ci,1620046275,,676917410,1256,10,35,7,59,80119,76
首席国哥:俄乌冲突乌克兰全面溃败大肆撤军，俄罗斯改变战术打法疑似有高人指点！,1600823186,https://www.bilibili.com/video/BV1r2421F7Da,1708501714,-,552642893,61,0,16,2,4,2886,4
俄罗斯紧急召见美国驻俄大使，要求美从乌克兰撤军，有大事发生？,823509276,https://www.bilibili.com/video/BV18g4y1473B,1679032788,俄罗斯紧急召见美国驻俄大使，要求美从乌克兰撤军，有大事发生？,2044562041,1,0,0,0,0,221,0
访华归国后！马尔代夫总统公开警告印度：3月15日前必须撤军！,538831641,https://www.bilibili.com/video/BV1Bi4y1i7KC,1705302303,据马尔代夫媒体《太阳在线》报道，总统穆伊兹1月13日完成了就任以来首次国事访问，从中国返回。在首都马累的维拉纳国际机场，穆伊兹对媒体和公众发表讲话。穆伊兹在讲话中说：“马尔代夫是一个主权国家，不是任何国家的后院。”他表示中国始终尊重马尔代夫的主权完整。,6250993,13473,41,579,133,397,154927,28
三国：刘表下令撤军，可惜军队已听蔡帽号令，悲哀,711418694,https://www.bilibili.com/video/BV1ND4y1D7zR,1595032941,"www.youke.com
08:23
三国演义 三鹰战吕布 曹操  袁绍  袁术 孙权  诸葛亮  荀彧 许攸  公孙瓒  马谡  阿斗  吕布 貂蝉 魏延 张郃 张飞  关羽  徐晃  郭嘉  徐庶  三国   赤壁之战  刘备  董卓  许褚",628831131,248,0,27,7,25,28914,4
美国撤军帝国坟场：入侵阿富汗20年，美军为什么打不赢塔利班？,961231149,https://www.bilibili.com/video/BV1SH4y1S7Md,1695100339,在美国对阿富汗长达20年的战争中，美国彻彻底底的失败了。而美国的失败，也让阿富汗「帝国坟场」的称号再次响彻全球。那么问题来了，贫穷又弱小的阿富汗到底是如何让19世纪的日不落帝国英国、20世纪的两极之一苏联、21世纪的超级大国美国相继在阿富汗折戟沉沙、灰头土脸的？,1319136565,319,31,66,5,52,10229,18
印度铁了心要在边境过冬？我中将：印方再不撤军，很可能会被冻死,542098877,https://www.bilibili.com/video/BV1Wi4y1u75K,1600315285,印度铁了心要在边境过冬？我中将：印方再不撤军，很可能会被冻死,306863985,15057,302,1625,324,530,447951,826
印军要开始撤军了？内部会议进展艰难，高级将领冷血言论震惊四座,755632927,https://www.bilibili.com/video/BV1264y1f7nS,1608126637,"转载自好看视频作者“烽火瞭望塔”个人主页：HTTPS://HAOKAN.BAIDU.COM/AUTHOR/1573149923960819
转载自好看视频作者“烽火瞭望塔”个人主页：HTTPS://HAOKAN.BAIDU.COM/AUTHOR/1573149923960819",455884277,6,0,2,0,0,687,0
【抗战重要战役史】淞沪会战9-国军后撤,858552200,https://www.bilibili.com/video/BV1VV4y1N7wJ,1664544335,"【抗战重要战役史】淞沪会战8-杨行月浦防御战
1937.9.11-1937.9.15 国军后撤转入阵地防御过程及日军追击战斗
交流群：562580845",61451,566,415,61,18,249,13912,103
【SSW】德军撤军后的满地狼籍,450241917,https://www.bilibili.com/video/BV1yj411e7Qh,1698413577,-,623351836,397,2,23,5,145,22995,2
中国的和平方案，得到泽连斯基肯定，乌克兰却要求中国让俄罗斯撤军,652615179,https://www.bilibili.com/video/BV1oY4y127Tp,1677412980,当前的俄乌局势的发展对乌克兰来说是不利，西方的军援雷声大、雨点小，目前确实有一些已经到了，但是远远是不够的，与此同时 乌克兰国内的兵员也告急了，甚至连残疾人都收到了增兵令。,534982098,43,2,7,1,4,2753,13
2035年撤军,748757201,https://www.bilibili.com/video/BV1sC4y1P7Fg,1700924820,,395414414,3,0,0,0,0,123,0
如果司马懿当时没有撤军，会不会就没有后续的三国？,278627771,https://www.bilibili.com/video/BV1bw411K7kp,1700577131,-,223124099,0,0,0,0,0,75,0
你对混乱的阿富汗撤军情况感到自豪？白宫发言人：当然啊,439737434,https://www.bilibili.com/video/BV1Vj411c7Kk,1680841444,-,321691718,1048,8,90,14,47,32459,17
【驻德苏军】温斯多夫撤军阅兵式（1994）,739035540,https://www.bilibili.com/video/BV1Sk4y1x7xV,1679745852,"温斯多夫撤军阅兵式，1994.
温斯多夫电视台的拍摄",49806119,42,0,2,1,2,330,0
撤军,487212680,https://www.bilibili.com/video/BV18N411k73u,1686391294,-,605063208,0,0,0,0,0,92,0
《军事制高点》土耳其遭美针对受俄警告埃尔多安将梦醒黑海？+阿富汗撤军五角大楼酝酿“下一场战争”？美国第一时间被打脸,760601388,https://www.bilibili.com/video/BV1164y1C72R,1620893237,"http://www.cctv.cn/
《军事制高点》土耳其遭美针对受俄警告埃尔多安将梦醒黑海？+阿富汗撤军五角大楼酝酿“下一场战争”？美国第一时间被打脸",8237148,10,1,0,1,11,5537,0
第二次南北战争？白宫威胁称，如果德克萨斯州国民警卫队不撤军并解除边境封锁，将对他们采取军事行动。大量非法移民准备冲击边境，各路人马齐聚德州，国民警卫队严阵以待!,879307581,https://www.bilibili.com/video/BV1hN4y1J7is,1706325292,-,44661933,8241,86,1883,2867,765,311427,566
胁迫美国全球撤军，背后又有何等阴谋？细胞分裂6剧情简介,609803191,https://www.bilibili.com/video/BV1g84y1J7H4,1677067896,"游戏名称：细胞分裂6：黑名单（Splinter Cell: Blacklist）

初具规格了。",45294779,164,34,12,3,96,5121,103
俄罗斯瓦格纳撤军了，一切恢复平静。普大帝控制力强，白俄罗斯立大功。徐云骑行安全了。,955244273,https://www.bilibili.com/video/BV1yW4y1D7Xs,1687653735,-,587836850,2,0,0,1,0,641,0
一幅漫画火了，这20年中美干了什么？美国人：撤军后该向中国学习,847425013,https://www.bilibili.com/video/BV1QL4y1e7CC,1629430443,一幅漫画火了，这20年中美干了什么？美国人：撤军后该向中国学习,480899301,7221,65,308,44,804,496152,275
战神怒吼！看炮兵“快打快撤”的看家本领,857012425,https://www.bilibili.com/video/BV13V4y1s73s,1660610556,作者：黄晓林 吕仓 叶昌发 李昌奇 罗炀 张彬彬,1234464194,1560,68,37,30,59,7432,1
撤军低调,835830809,https://www.bilibili.com/video/BV1Jg4y1D7Ym,1704465208,-,2006233632,0,0,0,0,0,1,0
他不撤军就打他十年！,923108704,https://www.bilibili.com/video/BV1VT4y1W7b6,1703942206,-,1053485771,69,3,3,3,22,3972,2
中国赴沙参会，乌和平方案变了，不要求俄撤军！中俄舰队逼美海岸,956995499,https://www.bilibili.com/video/BV1Tp4y1G7Gb,1691398841,近期，在沙特阿拉伯举行了一个俄乌问题的国际会议，美国和中国都派代表参加了，中国派出的特使非常重要，而且显示了中国在里面可以发挥非常重要的作用。,651328458,1707,97,317,53,117,75054,200
1分钟知晓瓦格纳事件来龙去脉(3)--瓦格纳撤军最新实录,445348171,https://www.bilibili.com/video/BV1mj411S7eh,1687847159,1分钟知晓瓦格纳事件来龙去脉(3)--瓦格纳撤军最新实录,508867190,4,0,0,0,1,292,0
重磅消息！以色列撤军真相爆出，内幕惊人,368630175,https://www.bilibili.com/video/BV1V94y1T7zb,1705118166,-,3546571153082836,2,0,1,0,0,238,0
一级萌新喜提小胆撤军🤔,493092022,https://www.bilibili.com/video/BV1bN411G7d7,1699162615,-,1431808255,8,1,5,0,1,306,0
瓦格纳集团要撤军了？,613411930,https://www.bilibili.com/video/BV1Zh4y1J7Jt,1683634295,瓦格纳集团到底是个什么鬼？,3493276290124005,2,0,0,0,1,292,0
俄罗斯为何从“关键战场”撤军？,559981855,https://www.bilibili.com/video/BV1Ue4y1a7Gr,1668084908,-,524494860,569,15,32,23,120,41035,1
韩国名将得知志愿军队伍中有自己老上级，连夜撤军，赶紧逃跑,780688484,https://www.bilibili.com/video/BV1f24y1u7rJ,1678326065,韩国名将得知志愿军队伍中有自己老上级，连夜撤军，赶紧逃跑,2130179317,69,0,19,2,7,4686,9
【XYG和偕】羲和辅助开麦指挥全局，打架没输过！吹响反攻的号角！撤军撤军（秒怂）,853233646,https://www.bilibili.com/video/BV1KL4y1L7n2,1650070888,关注XYG电子竞技俱乐部，看小妖怪不迷路～,436385651,1457,334,86,167,426,34831,186
掩护精英撤退！乌军炮灰在阿夫迪夫卡掩护亚速和外籍军团从阿夫季夫卡撤军！,1050988955,https://www.bilibili.com/video/BV1ZH4y1j7p9,1708436536,"当乌克兰人留在阿夫季夫卡的炮灰掩护亚速和外籍军团从阿夫季夫卡撤军时，
他们却平静地离开了，这就是他们所说的。而你，一个乌克兰人，只需要分散注意力和徒劳地死亡......
他们永远不会理解，永远......",3546578285497204,350,6,167,6,73,32665,45
俄国撤军,424068286,https://www.bilibili.com/video/BV1t341177cT,1644935294,-,2575239,9,0,1,0,1,4666,0
司马懿早已看出了空城计，为何还要撤军？诸葛亮：他若不撤，必死,921591916,https://www.bilibili.com/video/BV1Wu4y1c7QL,1701357898,-,542075156,0,0,1,0,0,1,0
【心医林霖】以军预备役撤军加沙-各方诸侯选边站!音频版,1900419629,https://www.bilibili.com/video/BV1Km411X7cG,1707127395,转自心医林霖,360574637,25,1,1,1,5,2111,1
泽连斯基：目前不可能与俄罗斯谈判 我不跟提出最后通牒者谈 除非撤军！,815384330,https://www.bilibili.com/video/BV1MG4y1z7w2,1662990318,据俄罗斯《消息报》报道，乌克兰总统泽连斯基9月11日在接受美国有线电视新闻网采访时否认了与俄谈判的可能性。他指出：“目前并无可能。我没有窥见对方展现建设性姿态的任何意愿。这是我的原则，我不跟提出最后通牒者谈。”,6250993,2853,36,2330,124,408,117854,16
美国撤军后，阿富汗战争发起者表示不满，小布什：撤军是个错误！,889235833,https://www.bilibili.com/video/BV17P4y147bd,1626336544,,328271007,476,2,53,7,22,9298,29
美军如何一夜之间从阿富汗撤军，用实力向全球证明什么是快速转场能力。,462494669,https://www.bilibili.com/video/BV15L411b7xq,1629260352,,364649012,7,2,2,0,2,297,0
美国爆中国第四艘航母开建消息，马尔代夫下令印度撤军！！！,1250395818,https://www.bilibili.com/video/BV1nJ4m1t7Ho,1707070276,-,1266657131,149,6,12,3,11,8161,4
90年代越南撤军后仍被赤柬袭击的柬埔寨村镇（噩梦未散）,281955912,https://www.bilibili.com/video/BV16c411i7B2,1701919517,YouTube,9481388,294,3,65,21,173,14705,9
俄罗斯召见美国大使，要求美国和北约从乌克兰撤军,609765714,https://www.bilibili.com/video/BV1f84y1E7La,1677025959,,483787858,3112,14,323,72,109,42705,10
