comment,comment_time,likes,location,gender
《小作文来了  小作文不会迟到》呼~😮‍💨考完啦，脑中思绪万千，先说说今天的考试虽然说今年公共课挺难的，但再难 相比于我的专业课真的算不上什么。可以说这两本专业课 考前我的压力极大，一想到就是想吐心脏加速的程度，考前一直再给自己心里建设。进考场了 把领子翻进去 把袖子挽起来 活动 《小作文来了  小作文不会迟到》呼~😮‍💨考完啦，脑中思绪万千，先说说今天的考试虽然说今年公共课挺难的，但再难 相比于我的专业课真的算不上什么。可以说这两本专业课 考前我的压力极大，一想到就是想吐心脏加速的程度，考前一直再给自己心里建设。进考场了 把领子翻进去 把袖子挽起来 活动活动手  准备开始战斗  内心已经最好了没答完的准备  在贴条码时手也一直在抖。不可思议的是334提前了半小时写完，440也提前了15分钟就写完了，满满当当写满11页，我的文思泉涌在那6个小时发挥到极致，在最后一段落笔时，我露出了笑容，很惊喜很意外。在考完后搜索评论 发现我写的和人民论坛网的文章 哇趣论点论证简直是一模一样，不敢相信这是我写出来的文章。 考试这两天 基本就没怎么睡觉，在最后一天我可以坚持一天只吃三篇面包依旧打满鸡血。考前 我说“无往不利 得偿所愿”，考完我想说“无往不利”。半年前我还是结果导向，但经历了完整的征程，所有的收获都是实实在在存在。 曾经我从来不能理解“你的对手是你自己”这句话，但在考研路上，我真真切切感受到我不过是和自己在战斗，不是那400多万，而是我自己。在考前我给自己订的目标就是答完，我觉得答完我就胜利了一半，这场仗我算是打赢了。一年前，我都未曾想过我会踏上考研的考场，并且是在做了十足的准备之后，也没有想过能从考场笑着走出来没有遗憾，我的能力就到这里，如果不能上岸，我认。很感谢那个一年前有勇气选择跨考的我自己我窥见了这个世界 是表演是祛魅是沉默的螺旋。到现在我依旧觉得它值得，我发现了很美好的东西在其中，也真正地发现了自己所爱。我觉得人文社科真的是一个很奇妙的学科，张雪峰我非常不赞同你！这个世界怎么能少的了人文社科  这个世界不正是需要我们来注入更多人文价值和能量吗？ 你太工具理性了一年前的我自己一定写不出这样的长篇大论，现在的我居然能在考场上写出人民论坛级别的文章，并且在见到闻所未闻的题目时淡定的编出不说人话的人话，150分的考卷只有20分是书上的 我服你牛 但我更服我牛考试结束  我立马开启了疯狂社交模式，也很感慨因为考研“失联”的朋友们 当我再次回归时 我们之间的关系不减反增。我知道自己不是一个很好的multitasker  于是我便给自己疯狂断连  害怕那些自我之外的声音打断我的思维和心境，但事实证明   没有一个朋友会给你带来阻碍   她们都是一直在鼓励你相信你的那个人，我也真真切切感受到了那句“当你真正想做成一件事的时候 所有人都在帮助你”,2023-12-25 17:00,4,海外,f
张雪峰，开春了 ,2023-12-25 16:59,0,其他,f
每次媒体玩话题，最后都证明张雪峰是对的,2023-12-25 16:57,5,其他,f
→_→//:你这个标题还是起得有点保守了应该是：重病妇女听说张雪峰讲座包治百病，四处借钱凑到门票费用，却只能坐在最后一排，什么也没听到//:新闻头条：张雪峰可怜别人父母，鼓励带病花钱听他讲座,2023-12-25 16:57,1,其他,m
2023苏州网络文化“季季红”展演倒计时3天！和一起，共同期待闪耀时刻！,2023-12-25 16:52,128,江苏,f
前言： 一些拙见，无意做人生导师和输出鸡汤，纯分享。时间管理上的一些心得和想法（一）：1 要做人生大时间点规划。要对自己有清晰的认识，确保走在正确道路上，路走错了，浪费的时间是几年甚至十几年，这是最大的时间浪费。比如我现在身兼两职的状态，其实是我大二时候就规划好了。当时自己明确喜 前言： 一些拙见，无意做人生导师和输出鸡汤，纯分享。时间管理上的一些心得和想法（一）：1 要做人生大时间点规划。要对自己有清晰的认识，确保走在正确道路上，路走错了，浪费的时间是几年甚至十几年，这是最大的时间浪费。比如我现在身兼两职的状态，其实是我大二时候就规划好了。当时自己明确喜欢教师的工作，但生性自由，大学老师的工作最适合了。那么教师收入又不高，无商不富，商业是最赚钱的，自己没有家庭背景，但外语有优势，那外贸公司最合适。确定了大二就开始准备考研，研二结束时候就去找外贸公司实习，一年内积累客户，研三毕业时候就身兼二职了。很多人受认知的限制，自己无法清晰规划，可多请身边贵人指点，张雪峰赚的不就是这个钱吗？2  必须要有断舍离。大多数人都是普通人，很难做到既要又要。我大四的时候，有同学既考研，又考编，又找工作，结果一样都捞不到。我从大二开始，确定了考研，就攻其一点不及其余，无关的课程全部旷课，尤其考研那个学期期末考试一字不看，挂科了3门，但考上研了，专业全校第二，公费读研嘎嘎香。工作后，我也有过多个其他晋升机会，比如学校行政岗位提拔，民主党派内职务提拔等等，全部都放弃了，因为时间不够的。必须有所取舍， 一份死水微澜的工作，一段疲惫不堪的感情，一个没有希望的城市，这些都是需要坚决断舍离的。今天先讲这这两点最大的，后续继续写小的。,2023-12-25 16:51,70,其他,m
张雪峰说的也没错,2023-12-25 16:50,0,北京,m
👉张雪峰谈自考本科🔥在目前社会上，自考毕业证的含金量仅次于统招 ,2023-12-25 16:49,0,其他,f
张雪峰是对的,2023-12-25 16:46,1,其他,f
张雪峰说教育孩子：1.不要太老实了，大声说话，敢于眼神接触2.敢社交，不过于关注同学情感3.学会拒绝不想做的事情4.回击同学的语言攻击5.同学要你的东西，要问他拿什么来换6.遇到委屈第一时间告诉家长7.不要过于在乎老师说的话 ,2023-12-25 16:44,0,黑龙江,f
//:想想谁在控制舆论影响力，谁在利用传播渠道的资源进行价值引导，普通人为自己利益发声，如果不能被利用反体制，能给你多少曝光率？,2023-12-25 16:38,0,其他,m
张雪峰是错的，张献忠是对的//:楽//:辣鸡霉体就这种水平了,2023-12-25 16:32,2,其他,f
再一次证明张雪峰说得真对啊 ,2023-12-25 16:26,0,其他,f
滴滴！消息显示：我的年度本命超话是家人们快来，看看你的鸭~2024与我一起用超光影记录超影像！,2023-12-25 16:25,0,其他,m
分享牛哥碎念的微博：张雪峰老师真的太厉害了！他的思路非常独特，能够把各种专业和院校的优劣势都分析得非常透彻。他推荐的专业和院校都是非常有前途和赚钱的，对于想要为孩子规划未来的家长来说，这是一份非常有价值的参考。收藏起来，提前了解，让孩子少走弯路，不给人生留下遗憾。   分享牛哥碎念的微博：张雪峰老师真的太厉害了！他的思路非常独特，能够把各种专业和院校的优劣势都分析得非常透彻。他推荐的专业和院校都是非常有前途和赚钱的，对于想要为孩子规划未来的家长来说，这是一份非常有价值的参考。收藏起来，提前了解，让孩子少走弯路，不给人生留下遗憾。(来自Share微博客户端),2023-12-25 16:23,0,安徽,f
自从张雪峰说了那句话，这帮媒体就在一遍一遍印证：张雪峰是对的！！！,2023-12-25 16:15,0,北京,m
好好好，媒体就这么歪曲事实带节奏是吧，自己给张雪峰送论据还要还要网暴张雪峰是吧，好好好，全都给你举报掉 ,2023-12-25 16:13,5,北京,f
张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹 张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹豫，直接问他：“你想用什么来交换？”第六，如果受到委屈，第一时间告诉父母，他们会永远支持你。最后，不要太在意老师对你的评价。这些都是教育孩子的重要感悟。我们应该鼓励孩子勇敢表达自己，接纳他们不优秀的一面，教导他们如何处理不公平待遇。,2023-12-25 16:08,0,江苏,m
努力意味着什么,2023-12-25 16:05,0,其他,f
大学四年张雪峰,2023-12-25 16:03,0,湖南,f
左图：媒体报道右图：当地官方报道总之张雪峰继续上分。,2023-12-25 15:40,258,其他,m
//:张雪峰一遍一遍被证明是对的,2023-12-25 15:39,0,北京,f
: 所以 媒体造谣用不用负责？//: 张雪峰一遍一遍被证明是对的//:现在记者都是坐办公室转发的,2023-12-25 15:39,0,贵州,m
,2023-12-25 15:22,0,上海,m
//:。。。。首发是哪？,2023-12-25 15:22,4,其他,m
//:张雪峰持续上分。多来点新闻专业笑话//:啊？？这个我还转了，造这种谣图什么，这群新传人？？//:。。。。首发是哪？,2023-12-25 15:20,0,北京,m
张雪峰持续上分。多来点新闻专业笑话//:啊？？这个我还转了，造这种谣图什么，这群新传人？？//:。。。。首发是哪？,2023-12-25 15:11,0,吉林,m
兼听，现在看起来是媒体报道和实际有出入，还是张雪峰说得对啊//:本来在调查中不能出来说话，刚好有点🔥度提醒一下太太和代理们吧，网售平台不要挂本子名字，公司比个人罚得轻，买明信片送本子不认可，属地原则（哪里发货哪里管，所以注册在歪果没有用）,2023-12-25 15:08,0,上海,f
有的小姐妹问是不是长的好看的医森，技术就不错？啊？！就有这一位：成都小拉皮魏家宾：很多人慕名而去，只是在银子略高，条件允许的小仙女可以考虑收集的这些，包含负面成都邹盛勇、何佳、聂晶莹、成都廖小川、白阭贺、吕婧、成都赵波涛、张雪峰、吕光全有没有失败案例？技术怎么样？咋 有的小姐妹问是不是长的好看的医森，技术就不错？啊？！就有这一位：成都小拉皮魏家宾：很多人慕名而去，只是在银子略高，条件允许的小仙女可以考虑收集的这些，包含负面成都邹盛勇、何佳、聂晶莹、成都廖小川、白阭贺、吕婧、成都赵波涛、张雪峰、吕光全有没有失败案例？技术怎么样？咋样?只要你们想看的，都是可以来问的。,2023-12-25 15:06,1,上海,f
为什么那么多人喜欢张雪峰？其实和刘纪鹏他们是一样的，都是站在底层人民的角度在说话，而不是站在其他角度，像姚振山那样，说“如果散户都挣钱了，那挣谁的钱？”这种又荒唐又资本的话。董宇辉也是一样，为什么那么多人喜欢他？因为除了自身的才华和与众不同以外，很多人在其身上看到了自己的影子， 为什么那么多人喜欢张雪峰？其实和刘纪鹏他们是一样的，都是站在底层人民的角度在说话，而不是站在其他角度，像姚振山那样，说“如果散户都挣钱了，那挣谁的钱？”这种又荒唐又资本的话。董宇辉也是一样，为什么那么多人喜欢他？因为除了自身的才华和与众不同以外，很多人在其身上看到了自己的影子，也看到了自己期待中的自己的样子。在张雪峰、刘纪鹏等人说出真相的时候，往往都会破坏原来固有阶层结构的利益的。所以自然会受到某些人的抵制。,2023-12-25 15:05,40,其他,m
你是说张雪峰吗//:卡扎菲完全没能力不至于，但也就是个教培机构负责招生打鸡血的，最多算是个传销大师，只能说有些地方确实神奇,2023-12-25 15:03,0,其他,m
颂扬苦难除了闪烁人性高光，同时也彰显了不必要的苦难。蠢//:又到了证明张雪峰正确的时刻，中国解放军现在后勤水平是很高的。偶尔吃两口雪或许有，但并非常态。之所以这么写是因为他们新闻专业上学时老师只教了这一种写法。//:这真不是值得宣传的事，反而是值得检讨的事,2023-12-25 15:02,0,上海,m
对于这样的孩子，选对专业很重要,2023-12-25 15:01,22,北京,m
//://://:别走上美国娱乐化、偶像化犯罪分子的邪路，如果不是监管，我十分怀疑这些人要给她著书立传，搞点大女主电影电视剧//:气死我了//:这让我毛骨悚然。潜移默化扭曲社会价值。,2023-12-25 14:59,0,北京,m
学新闻成你们这种，还得让人去评论区看网友提供的完整版的话，那张雪峰说的对。 ,2023-12-25 14:58,0,其他,f
教育专业选择张雪峰,2023-12-25 14:54,0,北京,f
张雪峰一遍一遍被证明是对的！,2023-12-25 14:53,1,河北,f
//:张雪峰一遍一遍被证明是对的,2023-12-25 14:52,0,其他,m
再一次印证张雪峰的话是真理新闻学已死,2023-12-25 14:50,8,湖北,f
看这个标题哈哈，所以说国内媒体行业一坨屎，张雪峰是对的,2023-12-25 14:49,0,浙江,m
//:。。。。首发是哪？,2023-12-25 14:43,0,吉林,m
//:张雪峰是少有的他谈论你的专业时你会奇怪卧槽他怎么这么懂。//:先存一下，回头我高考用,2023-12-25 14:41,0,福建,m
无语了，张雪峰说得对，媒体睁眼说瞎话、颠倒黑白的本事真强！不听法院不听警察，听男方一面之词！笑死了 ,2023-12-25 14:37,64,上海,f
张雪峰开展巡河工作12月21日，区长、总河长张雪峰对细河建设桥至三一八桥段开展巡河工作。区政府办、区农业农村局、红树街道及区河长办相关负责同志陪同调研。张雪峰要求，各级河长要持续强化宣传引导，加强对治水护河知识的宣传力度，进一步提高沿河 张雪峰开展巡河工作12月21日，区长、总河长张雪峰对细河建设桥至三一八桥段开展巡河工作。区政府办、区农业农村局、红树街道及区河长办相关负责同志陪同调研。张雪峰要求，各级河长要持续强化宣传引导，加强对治水护河知识的宣传力度，进一步提高沿河居民及企业的环保意识，加快实现群众关心、支持、参与、监督的“河长制”工作格局，为开展好“河长制”工作营造良好氛围。同时，区河长办要加强与市河长办和其他县区的交流学习，扎实开展各项工作，推动河长制工作取得新突破。,2023-12-25 14:30,0,辽宁,f
张雪峰说的没错，这就是新闻学。真正去了解案件后，才能知道法院判的没有错。今年已经有多起强奸案被法院判为证据不足不予立案，这件立案并判决绝对有充足的证据证明男的强奸女的了，当时这件事还闹上了热搜，没想到几个月过去一边倒，还有人说法官偏袒男的？搞笑吧。 ,2023-12-25 14:28,14,河南,f
//:张雪峰高考前黑过新闻专业，相关人士不服，后来一遇到歪曲报道，就是张雪峰上分时刻，这说明暴论也是一种资产//:张雪峰又上分什么意思,2023-12-25 14:22,0,北京,m
回复:说的太对了！！//:张雪峰一遍一遍被证明是对的,2023-12-25 14:22,0,辽宁,m
//:又到了证明张雪峰正确的时刻，中国解放军现在后勤水平是很高的。偶尔吃两口雪或许有，但并非常态。之所以这么写是因为他们新闻专业上学时老师只教了这一种写法。//://:这真不是值得宣传的事，反而是值得检讨的事,2023-12-25 14:17,0,北京,m
这事儿还要问张雪峰//:32家媒体参与报道冲上热搜，你们猜有谁会道歉？,2023-12-25 14:13,0,北京,m
人间真实张雪峰，直言学习才是最简单的事儿。学习很简单，竟争很残酷。祝大家考研成功上岸，为祖国奉献才华。,2023-12-25 14:11,1,广东,m
张雪峰为了怂恿大家考研，所以大力抹黑公务员张雪峰在海天考研的讲座会上说“考公务员的猫腻，没有公平可言”“你没关系你进的去吗？”。“什么叫做不公平你知道吗，公务员你们说是不是很黑啊，你没关系你进得去吗？”还说“公务员淘汰人只有一个理由，你是你，我就是要淘汰你，欲加其罪何患无辞” 张雪峰为了怂恿大家考研，所以大力抹黑公务员张雪峰在海天考研的讲座会上说“考公务员的猫腻，没有公平可言”“你没关系你进的去吗？”。“什么叫做不公平你知道吗，公务员你们说是不是很黑啊，你没关系你进得去吗？”还说“公务员淘汰人只有一个理由，你是你，我就是要淘汰你，欲加其罪何患无辞”还说遇到过最夸张的淘汰理由，也是一个大姐，考公务员初试第一，复试被淘汰，因为头发太长，不适合这工作。张雪峰对于公务员不止一次抹黑公务员，瞎评论，大家看看以下他的无知发言就知道了，很容易让大众对公务员产生不必要的误解。张雪峰在社交账号上分析什么样的人适合考公务员，说了这样一段话：你们觉得我适合公务员吗？如果你们家孩子和我德性差不多，那这种情况就不适合当公务员。我严重不适合。什么叫适合？我个人觉得，首先第一点你要喜怒不形于色。拿我举例子哈，我开心我就特别开心，我不开心我就特别不开心，你要是这种人的话你严重不适合（考公务员），因为你个性太强了。你要开心不开心，脸上基本都看不出来。那种相对比较适合。然后呢，就是一些所谓的情商，然后再有点社交手段就更好啦。女孩子干这种要有距离感。所以，如果你没想法，就觉得是一份稳定的工作，那是最好的想法。你要是有想法，综合能力要求就高。张雪峰还在社交账号上说道“经济不行了的话公务员停招，经济不行以后怎么样，公务员停招，他一定是先拿这个，一定是”。事业单位吸引人才全靠给编，没有编制就吸引不了人才，有些家长还停留在公职人员就是在办公室喝茶看报，现在时代已经变了，经济下行，在不停地缩编，闲不闲非常看部门，底层工作人员是非常累的。那时候考公和考研是二选一的局面，很多同学如果选择了考公，就不会选择考研，所以在考研宣讲会上，张雪峰就一个劲的说公务员不好，事业编不好，大家都不适合，大家还是来考研吧，考研了之后才有一个光明的未来。现在很多同学会选择先考研，再考公，所以他现在就不会逆着大家的想法一个劲儿说公务员不好了，而是告诉你哪些专业进编容易，比如汉语言、师范.但是他依旧没有真正了解过公务员。比如汉语言确实很多单位都招，但是招的人少，竞争大，几乎每次考试的最高分数线都在汉语言岗位，这些他是不会告诉你们的。他只需要钱流进他的口袋就行了，至于那些话是不是真的，符合实际的，又有什么关系呢？,2023-12-25 14:10,0,其他,f
//:张雪峰一遍一遍被证明是对的,2023-12-25 14:10,0,广东,m
//:张雪峰一遍一遍被证明是对的,2023-12-25 14:06,0,广西,m
张雪峰要封神成圣吗？//:。。。。首发是哪？,2023-12-25 14:05,0,辽宁,m
好的ys技术加审美缺一不可！有的是真搞笑哈！啥技术没有，赢销水平倒是一个比一个牛？张雪峰（人气y生，很多人慕名而去，条件允许的小仙女可以考虑）罗通贵（风格夸张，变化整体比较大） ,2023-12-25 14:04,0,上海,f
所以张雪峰说的真没错，人家郑强2022年接受采访，原话是说“组织明确再干三年，现在已经一年半了”。妈的媒体人真的没几个有道德的,2023-12-25 14:03,0,其他,m
//://:转发微博,2023-12-25 13:58,0,江苏,m
//:张雪峰是少有的他谈论你的专业时你会奇怪卧槽他怎么这么懂。//:先存一下，回头我高考用,2023-12-25 13:57,0,广东,m
这种错误宣传被印度看到了你说会不会让印度信心大增？//:又到了证明张雪峰正确的时刻，中国解放军现在后勤水平是很高的。偶尔吃两口雪或许有，但并非常态。之所以这么写是因为他们新闻专业上学时老师只教了这一种写法。//:,2023-12-25 13:54,0,浙江,m
//:又到了证明张雪峰正确的时刻，中国解放军现在后勤水平是很高的。偶尔吃两口雪或许有，但并非常态。之所以这么写是因为他们新闻专业上学时老师只教了这一种写法。//://:这真不是值得宣传的事，反而是值得检讨的事,2023-12-25 13:52,4,北京,m
张雪峰来了开始回温了,2023-12-25 13:48,0,辽宁,f
张雪峰是对的,2023-12-25 13:46,0,香港,m
集美问腿叔成都隆胸医生何一波和魏家宾哪个技术好？脂肪和假体胸都有考虑。何脂肪和假体都在做，也做的还比较好，另外找何还有3000点名费。魏案例多，专门找他做的姐妹也有很多，反馈褒贬不一成都丰胸医生：张雪峰、唐勇、罗通贵、宋晓东、潘红伟技术反馈都🉑问集美问腿叔成都隆胸医生何一波和魏家宾哪个技术好？脂肪和假体胸都有考虑。何脂肪和假体都在做，也做的还比较好，另外找何还有3000点名费。魏案例多，专门找他做的姐妹也有很多，反馈褒贬不一成都丰胸医生：张雪峰、唐勇、罗通贵、宋晓东、潘红伟技术反馈都🉑问噢,2023-12-25 13:44,1,福建,f
//:气死我了//:这让我毛骨悚然。潜移默化扭曲社会价值。,2023-12-25 13:43,0,其他,m
张雪峰是少有的他谈论你的专业时你会奇怪卧槽他怎么这么懂。//:先存一下，回头我高考用,2023-12-25 13:43,3,海外,m
有点好奇，他们四个一起参加辩论的话，最后赢的会是谁？,2023-12-25 13:42,8,其他,f
发布了头条文章：《考研结束！张雪峰锐评：国内考研卷考生，留学卷家庭！你怎么选？》,2023-12-25 13:41,0,江苏,f
//:张雪峰,2023-12-25 13:31,0,西藏,m
《张雪峰： 经常对孩子说这五句话，相信孩子很快会开窍！  第一句，告诉孩子，学习的本质是自》浏览量：194万点赞量：3278,2023-12-25 13:29,0,广东,f
有些伊森翻车很盐重！搞失败了！不仅心里堵得慌，还要2修(整理了）张雪峰、罗通贵（鼻再造牛p，审美不咋滴，修复做得多，侧面还行，技术没得说）.. ,2023-12-25 13:27,0,江苏,m
张雪峰又上分了，恶臭媒体又开始带节奏了。本来这个案例是个run失败的典型案例，报道原文称：「钱也花光了，身份也没着落，每天愁得发疯，但内心又极度平静，有一种终于蜕完皮的快感」就是几年的时间被芬兰白嫖了，身份也没拿到，钱也花光了。结果却出来这么一个热搜，你这热搜标 张雪峰又上分了，恶臭媒体又开始带节奏了。本来这个案例是个run失败的典型案例，报道原文称：「钱也花光了，身份也没着落，每天愁得发疯，但内心又极度平静，有一种终于蜕完皮的快感」就是几年的时间被芬兰白嫖了，身份也没拿到，钱也花光了。结果却出来这么一个热搜，你这热搜标题党下去，那些成天把北欧当精神祖国的小垃圾不得直接高潮了？现在一些人崇洋媚外以为国外什么都好，有些天天想着精神祖国结果连签证都拿不到，为啥拿不到还不清楚吗？人家国家也不想要垃圾呀西方国家利用一些中国人的崇洋媚外就搞两条战略：让你中产有钱阶级都run外国，然后让你底层内乱,2023-12-25 13:22,1351,天津,m
//:张雪峰是对的//:是的，媒体人都喜欢在零下七度的天气里露天吃烧烤,2023-12-25 13:18,0,其他,m
//:张雪峰,2023-12-25 13:17,0,其他,m
为什么四大这种会计师事务所，在张雪峰那里地位那么高？不是很理解…… ,2023-12-25 13:13,0,北京,m
//://:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂//:水哥你瞅瞅啥啊这,2023-12-25 13:07,0,其他,m
我从不觉得同学们必须要考研,2023-12-25 13:01,1,北京,m
张雪峰说:“如果你是一个内向老实的孩子，千万不能掉入社会底层，一旦掉入社会底层，和一帮没有素质的底层人在一起，就会成为别人欺负的对象。”如果你是个内向老实的人，家里又没什么背景，一定要好好读书，考个好大学，再找个好工作，这样你的人生就会很稳。、对于内向老实的孩子，我们担心的就是 张雪峰说:“如果你是一个内向老实的孩子，千万不能掉入社会底层，一旦掉入社会底层，和一帮没有素质的底层人在一起，就会成为别人欺负的对象。”如果你是个内向老实的人，家里又没什么背景，一定要好好读书，考个好大学，再找个好工作，这样你的人生就会很稳。、对于内向老实的孩子，我们担心的就是“没家底却有家教，”他们尊重规则，道德感比较强，如果不好好读书，落到社会底层，和一帮没有素质的人在一起，会被很多人当成“软柿子”捏。这个社会就是这样，越是层次低的人，认知和受教育程度越有限，他们对待别人也越容易仗势欺人。在生活的最底层，无 知、愚 昧、嫉 恨、使坏，这些并非单纯语言的抨 击，而是绝大程度上的事实。在底层，那些社会阴暗面更为真切立体，所有的勾心斗角、尔虞我诈，都被放大无数倍，有些人为了生存资源，会丧失底线，人格扭曲。我们常说:“人分三六九等，下等人踩人，中等人帮人，上等人捧人。”当你在上层时，尊重规则是生存之道;当你处于下层时，老实内向的人，就会被人叫傻，而别人的狡猾，就会被叫做聪明，现实就是这样惨不忍睹。,2023-12-25 12:52,1,浙江,f
//://://:张雪峰能揭开这层画皮，很了不起,2023-12-25 12:45,0,广东,m
《张雪峰：高中阶段就是坚持下去！能坚持你离成功就近了》播放量：1767点赞量：74,2023-12-25 12:45,0,江苏,m
//:浙江是草莓大省。建德奶油草莓全国有名。新草莓上市季节，杭州卫健委的新媒体小编拆自家草莓的台，感觉这已经不止是“丧心病狂”的问题了。//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂,2023-12-25 12:26,0,上海,f
《张雪峰：高中阶段就是坚持下去！能坚持你离成功就近了》播放量：1767点赞量：74,2023-12-25 12:20,0,江苏,m
张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹 张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹豫，直接问他：“你想用什么来交换？”第六，如果受到委屈，第一时间告诉父母，他们会永远支持你。最后，不要太在意老师对你的评价。这些都是教育孩子的重要感悟。我们应该鼓励孩子勇敢表达自己，接纳他们不优秀的一面，教导他们如何处理不公平待遇。,2023-12-25 12:12,0,其他,m
张雪峰经典问答～努力VS起点,2023-12-25 12:09,0,浙江,f
张雪峰老师直播连线，为家长详细解答专业,2023-12-25 12:08,19,其他,m
刘亦菲去有风的地方一小朋友说了句不要听张雪峰胡言八道，真张雪峰急了,2023-12-25 12:04,370,上海,f
越长大越觉得那个老师张雪峰说的是没错的，我们应该提升自己的一个文字能力真的是到哪里都需要，你有很好的文案能力那时候随口能说出一些好的文章，更好的语句都会觉得特别美好。 ,2023-12-25 12:00,0,其他,f
//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂//:水哥你瞅瞅啥啊这,2023-12-25 11:59,0,北京,m
所以关草莓什么事//:张雪峰是对的～杭城某老牌交通广播的公号内容一直如此博眼球丧心病狂//:水哥你瞅瞅啥啊这,2023-12-25 11:55,0,广西,m
《张雪峰鼓吹计算机专业，很多家长给孩子报少儿编程培训，被骗惨了》播放量：1.9万点赞量：1171,2023-12-25 11:53,1,四川,m
前两天就有小可爱在讲，以为自己对比好的很不错的一位，实际发现是包装的。得看的细一些，比如：就例如这个：成都傲诺拉魏家宾：效果自然，j体边缘不明显就说说这些吧：成都美辰星耀谢良波、成都圣丹福张雪峰、成都美容赖明忠、四川晶肤陈国双怎么样呢？技术怎么样？怎么样？可问可查可对 前两天就有小可爱在讲，以为自己对比好的很不错的一位，实际发现是包装的。得看的细一些，比如：就例如这个：成都傲诺拉魏家宾：效果自然，j体边缘不明显就说说这些吧：成都美辰星耀谢良波、成都圣丹福张雪峰、成都美容赖明忠、四川晶肤陈国双怎么样呢？技术怎么样？怎么样？可问可查可对比。,2023-12-25 11:53,1,北京,f
去年上热搜，今年上两次热搜，半年一次，还是同一家媒体发布，喔哟哟，现在国内的新闻媒体能不能有点职业素质，外贸制造业咋样了，房价咋样了，猪肉跌了这些国计民生的东西才是你们媒体行业应该关注的吧！真不怪人家张雪峰！ ,2023-12-25 11:42,0,四川,f
,2023-12-25 11:42,0,其他,f
其实家庭教育真的很重要，一个人真的会有多少遗传父母的性格特点做人做事态度观念。所以找对象真的要看原生家庭的，就像我上篇提到的经历。我认识的一个和我爸同辈的人属于那种很爱占亲戚朋友便宜还爱处处和别人攀比就罢了，说话也喜欢占上风。比如自己没有的东西看到别人 其实家庭教育真的很重要，一个人真的会有多少遗传父母的性格特点做人做事态度观念。所以找对象真的要看原生家庭的，就像我上篇提到的经历。我认识的一个和我爸同辈的人属于那种很爱占亲戚朋友便宜还爱处处和别人攀比就罢了，说话也喜欢占上风。比如自己没有的东西看到别人有了就开始贬低别人的东西不好来泼冷水，实际自己却买不起。你会发现这种家庭教育出来的孩子也是一样的，一般越是这样的人越爱占便宜还不懂得感谢别人的帮助。生活中真的要远离这类人，一般底层出身的人要么很踏实淳朴，要么就是前者自己贫瘠往往嫉妒心太重哪怕知道和别人不是一个阶层的还硬要和别人比较，因为大多数人是认不清自己的。就像我曾提到过那位催婚的“朋友”就是她女儿，也是同样的人。自己结完婚过的不幸福就罢了还要说我单身没有找对象不要挑剔了，因为她自己当时没挑所以过的不幸福。我姐说这意思就是要别人和她一样才行啊，摆明了见不得别人好。想到我以前还帮过她，结果发现换来的是白眼狼。还说她身边另一个同学捐钱帮助给少了，真不知道别人听到什么感受。这种人真的是不懂感谢的。自从看清以后基本不打算有什么交集了，本身三观认知也不是一路人的。所以无论交朋友还是结婚真的要看原生家庭的，因为教育观念也有很大的关系。只有同阶层的人才适合相处的。我遇到过那种家庭好又三观正的朋友真的不一样的，往往他们都是比较大度付出的人也从来没有那种攀比心理，包括父母也是那种懂得做人做事的。相比较之下我更喜欢后者，张雪峰讲过一句话越是那种真诚大度的人越要去更好的圈子不要落在底层，这是真的。,2023-12-25 11:36,0,江苏,f
//:理解张雪峰，成为张献忠,2023-12-25 11:35,0,北京,m
张雪峰老师配享太庙,2023-12-25 11:29,0,上海,f
